"Concurso";"Data do Sorteio";"Coluna1";"Coluna2";"Coluna3";"Coluna4";"Coluna5";"Coluna6";"Ganhadores Faixa 1";"Ganhadores Faixa 2";"Ganhadores Faixa 3";"Rateio Faixa 1";"Rateio Faixa2";"Rateio Faixa 3";"Cidade";"Valor Arrecadado";"Estimativa para o próximo concurso";"Valor Acumulado Próximo Concurso";"Acumulado";"Sorteio Especial";"Observação"
948;2008-03-01 00:00:00;22;41;44;46;52;54;0;30;2141;0.00;27177.27;380.81;-;0.00;3000000.00;1426806.41;Sim;Não;-
949;2008-03-05 00:00:00;1;23;41;44;51;52;0;28;2679;0.00;31580.90;330.08;-;0.00;12000000.00;10111849.01;Sim;Não;-
950;2008-03-08 00:00:00;23;41;42;48;49;59;0;43;3953;0.00;30111.09;327.54;-;0.00;15000000.00;12377708.64;Sim;Não;-
951;2008-03-12 00:00:00;14;24;34;39;49;55;0;41;3894;0.00;33969.92;357.67;-;0.00;17000000.00;14815050.33;Sim;Não;-
952;2008-03-15 00:00:00;2;11;18;27;30;54;0;132;7126;0.00;11947.28;221.31;-;0.00;20000000.00;17574870.51;Sim;Não;-
953;2008-03-19 00:00:00;1;16;39;42;48;55;1;71;5055;20509951.37;23622.38;331.79;MG;0.00;1200000.00;0.00;Não;Não;GANHADOR DA SENA: UBERLÂNDIA/MG
954;2008-03-22 00:00:00;5;8;18;24;33;57;0;81;5213;0.00;7848.36;121.95;-;0.00;11000000.00;9334367.34;Sim;Não;-
955;2008-03-26 00:00:00;5;12;21;32;33;35;2;90;6180;5678963.92;12848.01;187.11;MG::SP;0.00;1200000.00;0.00;Não;Não;GANHADORES DE 6 ACERTOS: SANTA LUZIA/MG e SÃO JOSÉ DO RIO PRETO/SP.
956;2008-03-29 00:00:00;46;47;51;54;57;59;1;38;2468;1385109.95;20828.72;320.70;SP;0.00;1300000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: GUARULHOS/SP.
957;2008-04-02 00:00:00;24;25;32;34;50;57;0;24;2210;0.00;30247.28;328.48;-;0.00;2500000.00;1270385.50;Sim;Não;-
958;2008-04-05 00:00:00;7;13;22;33;48;51;3;269;8718;978205.14;3535.28;109.09;BA::RJ::SP;0.00;1300000.00;0.00;Não;Não;GANHADORES DA SENA: SÃO PAULO/SP, FEIRA DE SANTANA/BA, RIO DE JANEIRO/RJ.
959;2008-04-09 00:00:00;3;5;11;33;39;57;0;138;7139;0.00;5376.40;103.93;-;0.00;8500000.00;6756745.86;Sim;Não;-
960;2008-04-12 00:00:00;6;18;19;33;34;53;0;73;4852;0.00;15299.06;230.18;-;0.00;11000000.00;8711201.48;Sim;Não;-
961;2008-04-16 00:00:00;2;4;16;21;36;53;0;81;7193;0.00;15330.15;172.63;-;0.00;13000000.00;10884250.08;Sim;Não;-
962;2008-04-19 00:00:00;2;11;40;48;49;55;1;41;3554;13272508.39;33285.83;384.00;RS;0.00;1200000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: PORTO ALEGRE/RS.
963;2008-04-23 00:00:00;15;17;37;48;50;59;0;30;2644;0.00;20269.81;229.99;-;0.00;2300000.00;1064165.04;Sim;Não;-
964;2008-04-26 00:00:00;8;13;20;26;33;42;0;125;6128;0.00;7097.23;144.77;-;0.00;11000000.00;9139860.10;Sim;Não;-
965;2008-04-30 00:00:00;5;30;36;39;57;58;0;61;3934;0.00;18625.79;288.81;-;0.00;13000000.00;11128162.61;Sim;Não;-
966;2008-05-03 00:00:00;1;4;26;28;41;58;0;55;4397;0.00;21206.52;265.26;-;0.00;15000000.00;13169290.24;Sim;Não;-
967;2008-05-07 00:00:00;5;13;14;18;30;57;0;91;7445;0.00;15768.06;192.74;-;0.00;18000000.00;15680353.75;Sim;Não;-
968;2008-05-10 00:00:00;1;4;13;30;51;60;0;124;9572;0.00;13308.65;172.41;-;0.00;22000000.00;18568330.65;Sim;Não;-
969;2008-05-14 00:00:00;13;25;35;41;50;56;1;82;6898;21823614.22;22684.90;269.67;PE;0.00;11000000.00;0.00;Não;Não;GANHADOR DA SENA: PALMARES/PE.
970;2008-05-17 00:00:00;5;21;28;34;54;57;3;108;6144;3712467.76;10992.48;193.23;GO::PE::SP;0.00;1300000.00;0.00;Não;Não;GANHADORES DE 6 ACERTOS: CRISTALINA/GO, RECIFE/PE, SÃO PAULO/SP.
971;2008-05-21 00:00:00;4;11;14;33;44;45;0;66;4390;0.00;11508.75;173.02;-;0.00;2700000.00;1329260.36;Sim;Não;-
972;2008-05-24 00:00:00;15;18;31;33;34;56;3;723;4082;912435.75;1112.86;197.11;PE::SC::SP;0.00;1200000.00;0.00;Não;Não;GANHADORES DE 6 ACERTOS: OSASCO/SP, BLUMENAU/SC E RECIFE/PE.
973;2008-05-28 00:00:00;1;8;30;36;47;53;0;36;2274;0.00;19679.25;311.55;-;0.00;2500000.00;1239792.94;Sim;Não;-
974;2008-05-31 00:00:00;12;16;20;31;38;45;0;93;4213;0.00;10307.56;227.53;-;0.00;11000000.00;8440373.33;Sim;Não;-
975;2008-06-04 00:00:00;9;30;33;37;40;41;0;55;4524;0.00;25191.37;306.26;-;0.00;13500000.00;10865043.23;Sim;Não;-
976;2008-06-07 00:00:00;14;23;25;28;38;53;0;74;6395;0.00;21152.88;244.77;-;0.00;16000000.00;13604340.57;Sim;Não;-
977;2008-06-11 00:00:00;3;5;7;9;17;32;1;452;24482;16584111.63;3767.10;69.55;SP;0.00;1300000.00;0.00;Não;Não;Ganhador de seis acertos: São Paulo/SP.
978;2008-06-14 00:00:00;12;16;18;27;42;58;0;69;4616;0.00;13220.26;197.61;-;0.00;3500000.00;1596346.74;Sim;Não;-
979;2008-06-18 00:00:00;3;15;28;31;39;51;0;42;3714;0.00;23261.38;263.05;-;0.00;13000000.00;11484484.11;Sim;Não;-
980;2008-06-21 00:00:00;15;17;29;35;36;59;0;88;6837;0.00;16054.57;206.64;-;0.00;16000000.00;13956888.71;Sim;Não;-
981;2008-06-25 00:00:00;1;8;34;41;53;58;0;74;4974;0.00;20200.29;300.53;-;0.00;19000000.00;16572825.97;Sim;Não;-
982;2008-06-28 00:00:00;8;12;24;40;43;49;0;125;8510;0.00;14102.62;207.15;-;0.00;23000000.00;19657775.24;Sim;Não;-
983;2008-07-02 00:00:00;16;22;32;38;40;45;1;244;9930;24038180.79;10258.56;252.07;SC;0.00;1500000.00;0.00;Não;Não;Ganhador de seis acertos: Ibirama/SC.
984;2008-07-05 00:00:00;4;10;20;43;46;47;0;38;2643;0.00;26313.69;378.33;-;0.00;15000000.00;11966686.94;Sim;Não;-
985;2008-07-09 00:00:00;4;16;18;46;56;59;0;55;4846;0.00;26215.60;297.54;-;0.00;17000000.00;14489938.27;Sim;Não;-
986;2008-07-12 00:00:00;6;15;19;24;31;32;0;120;7953;0.00;15043.78;226.99;-;0.00;21000000.00;17649132.28;Sim;Não;-
987;2008-07-16 00:00:00;13;27;31;34;47;58;0;193;10923;0.00;10707.60;189.19;-;0.00;25000000.00;21265623.87;Sim;Não;-
988;2008-07-19 00:00:00;8;17;46;48;56;60;0;73;6874;0.00;31767.36;337.36;-;0.00;30000000.00;25323903.99;Sim;Não;-
989;2008-07-23 00:00:00;2;21;27;29;32;38;0;130;10296;0.00;23437.38;295.93;-;0.00;52000000.00;44005353.43;Sim;Não;-
990;2008-07-26 00:00:00;2;10;15;18;29;39;2;290;20863;26586140.51;18062.91;251.08;MG::RO;0.00;2000000.00;0.00;Não;Não;Ganhadores da Sena: Belo Horizonte/MG e Ji-Paraná/RO.
991;2008-07-30 00:00:00;8;9;15;38;41;60;0;36;3028;0.00;26823.95;318.91;-;0.00;4000000.00;1689908.71;Sim;Não;-
992;2008-08-02 00:00:00;1;4;6;8;25;28;0;330;13216;0.00;3731.21;93.17;-;0.00;6000000.00;3844685.43;Sim;Não;-
993;2008-08-06 00:00:00;5;24;25;26;42;60;0;68;5121;0.00;18539.43;246.18;-;0.00;8500000.00;6166992.80;Sim;Não;-
994;2008-08-09 00:00:00;3;20;29;40;44;58;0;47;3838;0.00;31786.28;389.25;-;0.01;25000000.00;21402602.80;Sim;Não;-
995;2008-08-13 00:00:00;4;16;31;36;54;55;0;76;6790;0.00;24991.48;279.73;-;0.00;30000000.00;24901410.33;Sim;Não;-
996;2008-08-16 00:00:00;7;15;20;21;23;29;2;165;11901;14458257.67;13209.87;183.15;SC::SP;0.00;1500000.00;0.00;Não;Não;Ganhadores da Sena: Barretos/SP e Joinville/SC.
997;2008-08-20 00:00:00;9;17;18;32;53;55;0;40;3203;0.00;22382.42;279.52;-;0.00;3600000.00;1649230.73;Sim;Não;-
998;2008-08-23 00:00:00;3;4;21;22;28;32;0;40;4526;0.00;27708.98;244.89;-;0.00;6000000.00;3690945.05;Sim;Não;-
999;2008-08-27 00:00:00;18;24;36;44;55;58;0;103;6681;0.00;11227.56;173.09;-;0.00;17000000.00;14203313.76;Sim;Não;-
1000;2008-08-30 00:00:00;29;38;39;49;53;58;0;41;3771;0.00;42451.22;461.55;-;0.00;21000000.00;17409498.46;Sim;Não;-
1001;2008-09-03 00:00:00;12;15;27;37;51;60;0;87;7074;0.00;22084.42;271.60;-;0.00;25000000.00;20948817.14;Sim;Não;-
1002;2008-09-06 00:00:00;3;7;25;31;40;58;1;174;10015;24880988.57;12267.86;213.14;MG;0.00;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: LAVRAS/MG.
1003;2008-09-10 00:00:00;5;10;16;23;26;27;1;86;5694;1609524.90;10159.79;153.45;PE;0.00;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: CABO DE SANTO AGOSTINHO/PE.
1004;2008-09-13 00:00:00;29;40;43;44;45;47;0;34;2419;0.00;27732.08;389.79;-;0.00;13000000.00;10552054.80;Sim;Não;-
1005;2008-09-17 00:00:00;4;6;12;37;41;42;1;67;5871;12989451.54;19748.63;225.37;RJ;0.00;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: RIO DE JANEIRO/RJ.
1006;2008-09-20 00:00:00;2;4;17;33;48;55;1;136;5935;1675260.09;6686.96;153.23;MG;0.00;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: JUIZ DE FORA/MG.
1007;2008-09-24 00:00:00;4;27;36;37;49;52;0;46;2884;0.00;17494.40;279.04;-;0.00;3500000.00;1482420.65;Sim;Não;-
1008;2008-09-27 00:00:00;7;13;15;34;42;48;0;159;8123;0.00;6334.47;124.00;-;0.00;5000000.00;3337751.69;Sim;Não;-
1009;2008-10-01 00:00:00;1;6;12;29;34;58;2;111;5083;2591825.61;9027.57;197.14;PA::SP;0.00;8000000.00;0.00;Não;Não;GANHADORES DE 6 ACERTOS: BELÉM/PA e BARUERI/SP.
1010;2008-10-04 00:00:00;2;3;13;37;46;54;0;61;4679;0.00;18487.52;241.02;-;0.00;10000000.00;7920807.17;Sim;Não;-
1011;2008-10-08 00:00:00;2;11;21;30;35;52;0;113;3889;0.00;10999.46;319.60;-;0.00;12500000.00;10210432.01;Sim;Não;-
1012;2008-10-11 00:00:00;14;19;40;47;55;58;0;43;3755;0.00;34250.51;392.21;-;0.00;16000000.00;12923432.48;Sim;Não;-
1013;2008-10-15 00:00:00;7;9;12;19;20;41;1;178;10125;15668367.92;8371.40;147.17;SP;0.00;1600000.00;0.00;Não;Não;Ganhador de seis acertos: Bertioga/SP.
1014;2008-10-18 00:00:00;8;9;25;41;57;60;0;65;3861;0.00;13760.77;231.66;-;0.00;11000000.00;8859049.04;Sim;Não;-
1015;2008-10-22 00:00:00;3;8;17;26;28;49;0;110;8105;0.00;11111.50;150.81;-;0.00;14000000.00;11110589.81;Sim;Não;-
1016;2008-10-25 00:00:00;5;9;11;20;25;60;1;174;9476;13814409.97;8435.56;154.89;PB;0.00;1600000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: JOÃO PESSOA/PB.
1017;2008-10-29 00:00:00;6;19;31;34;51;56;0;36;2885;0.00;21980.86;274.29;-;0.00;3000000.00;1457677.69;Sim;Não;-
1018;2008-11-01 00:00:00;9;24;44;51;55;58;0;35;4170;0.00;29464.79;247.31;-;0.00;5000000.00;3357381.15;Sim;Não;-
1019;2008-11-05 00:00:00;4;13;23;29;46;47;0;77;6124;0.00;14084.12;177.09;-;0.00;15000000.00;11835965.99;Sim;Não;-
1020;2008-11-08 00:00:00;1;2;19;32;39;52;0;56;4646;0.00;27920.81;336.54;-;0.00;18000000.00;14716218.54;Sim;Não;-
1021;2008-11-12 00:00:00;2;33;42;43;51;55;1;46;4247;17819642.97;36624.26;396.69;MG;0.00;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: BELO HORIZONTE/MG.
1022;2008-11-16 00:00:00;5;21;31;39;40;56;0;21;1505;0.00;31512.19;439.70;-;0.00;3000000.00;1219024.12;Sim;Não;-
1023;2008-11-19 00:00:00;2;7;8;18;40;45;0;65;4937;0.00;14980.07;197.23;-;0.00;5000000.00;3012691.11;Sim;Não;-
1024;2008-11-22 00:00:00;18;22;28;29;39;53;0;23;2722;0.00;48677.51;411.31;-;0.00;15000000.00;12026299.10;Sim;Não;-
1025;2008-11-26 00:00:00;10;27;28;29;40;52;0;34;3705;0.00;44097.09;404.67;-;0.00;18000000.00;14788169.28;Sim;Não;-
1026;2008-11-29 00:00:00;6;10;17;33;51;53;0;92;7192;0.00;19600.34;250.73;-;0.00;22000000.00;18109910.47;Sim;Não;-
1027;2008-12-03 00:00:00;18;20;33;44;47;60;0;112;6992;0.00;19031.09;304.85;-;0.00;26000000.00;22036323.69;Sim;Não;-
1028;2008-12-06 00:00:00;20;26;34;51;52;54;0;66;5453;0.00;39415.99;477.07;-;0.00;32000000.00;26828477.85;Sim;Não;-
1029;2008-12-10 00:00:00;5;16;17;20;24;32;1;262;17979;32271347.11;11277.48;164.34;RJ;0.00;15000000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: DUQUE DE CAXIAS/RJ.
1030;2008-12-13 00:00:00;1;8;23;37;54;57;0;123;7495;0.00;12938.02;212.33;-;0.00;19000000.00;15656941.29;Sim;Não;-
1031;2008-12-17 00:00:00;24;33;40;43;46;49;1;59;5508;19067463.74;31380.11;336.14;SP;0.00;1600000.00;0.00;Não;Não;Ganhador de 6 acertos: São José do Rio Preto/SP.
1032;2008-12-20 00:00:00;15;16;26;29;43;57;0;49;3682;0.00;22063.82;293.63;-;0.00;4000000.00;1991549.91;Sim;Não;-
1033;2008-12-24 00:00:00;5;6;17;33;39;54;0;83;6445;0.00;13662.29;175.95;-;0.00;6000000.00;4080441.78;Sim;Não;-
1034;2008-12-27 00:00:00;1;3;18;20;42;49;0;61;4635;0.00;19548.37;257.27;-;0.00;35000000.00;29557027.04;Sim;Não;-
1035;2008-12-31 00:00:00;1;11;26;51;59;60;0;289;19044;0.00;14028.04;212.88;-;0.00;45000000.00;37025110.94;Sim;Não;-
1036;2009-01-03 00:00:00;10;27;36;39;41;52;1;177;11703;44550370.27;23079.89;349.07;MG;0.00;2000000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: SÃO JOÃO DEL REI/MG.
1037;2009-01-07 00:00:00;4;36;44;46;53;56;0;27;3108;0.00;41327.23;359.02;-;19059299.00;4300000.00;2055486.11;Sim;Não;-
1038;2009-01-10 00:00:00;6;7;28;35;43;51;0;80;5438;0.00;16894.25;248.54;-;0.00;7500000.00;4545165.59;Sim;Não;-
1039;2009-01-14 00:00:00;2;20;24;27;36;52;0;96;6631;0.00;15555.92;225.21;-;0.00;25000000.00;21306617.42;Sim;Não;-
1040;2009-01-17 00:00:00;1;6;28;39;44;55;0;66;6431;0.00;31738.53;325.73;-;0.00;30000000.00;25165354.54;Sim;Não;-
1041;2009-01-21 00:00:00;10;12;36;44;54;57;1;82;8071;29372147.91;27849.85;282.95;RJ;0.00;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: TERESÓPOLIS/RJ.
1042;2009-01-24 00:00:00;13;18;25;30;46;51;0;79;4761;0.00;13627.16;226.12;-;0.00;4500000.00;1983110.38;Sim;Não;-
1043;2009-01-28 00:00:00;14;21;25;48;51;60;0;35;3197;0.00;33115.91;362.55;-;0.00;7000000.00;4118214.61;Sim;Não;-
1044;2009-01-31 00:00:00;10;11;13;35;39;58;0;79;6346;0.00;17589.08;218.96;-;0.00;20000000.00;15945179.95;Sim;Não;-
1045;2009-02-04 00:00:00;1;5;6;17;31;50;0;102;8623;0.00;17541.75;207.50;-;0.00;23000000.00;19241182.43;Sim;Não;-
1046;2009-02-07 00:00:00;28;40;42;54;55;57;1;49;4875;23031543.81;41992.34;422.08;SC;35145764.50;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: ITAPOÁ/SC.
1047;2009-02-11 00:00:00;1;2;8;10;14;48;0;148;8110;0.00;6309.40;115.14;-;0.00;3500000.00;1720141.14;Sim;Não;-
1048;2009-02-14 00:00:00;3;16;21;28;38;57;1;70;4990;3901088.76;16913.47;237.26;SP;0.00;1700000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: GUARULHOS/SP.
1049;2009-02-18 00:00:00;2;5;17;29;34;52;1;143;6295;1636050.81;6210.78;141.09;SP;0.00;10000000.00;0.00;Não;Não;Ganhador de 6 acertos: São Paulo/SP.
1050;2009-02-21 00:00:00;14;24;26;33;45;60;0;66;4590;0.00;18549.47;266.73;-;0.00;12000000.00;10189998.98;Sim;Não;-
1051;2009-02-25 00:00:00;7;10;11;13;43;57;0;66;5281;0.00;11893.94;148.65;-;0.00;14000000.00;11636051.15;Sim;Não;-
1052;2009-02-28 00:00:00;8;11;15;16;52;57;1;77;5743;14557865.34;20599.07;276.18;RJ;27092243.50;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: RIO DE JANEIRO/RJ.
1053;2009-03-04 00:00:00;15;27;34;42;49;53;1;112;4385;1629650.34;7898.82;201.75;RS;0.00;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: CANOAS/RS.
1054;2009-03-07 00:00:00;13;14;18;27;41;60;0;37;3567;0.00;26092.87;270.66;-;0.00;10000000.00;8083746.30;Sim;Não;-
1055;2009-03-11 00:00:00;12;15;16;20;27;32;2;86;6311;5273833.35;15552.99;211.94;SP;0.00;1500000.00;0.00;Não;Não;GANHADORES DE 6 ACERTOS: TAUBATÉ/SP E CAPIVARI/SP.
1056;2009-03-14 00:00:00;6;8;38;50;53;59;1;23;2350;1872397.32;44193.23;432.53;DF;0.00;1600000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: BRASÍLIA/DF.
1057;2009-03-18 00:00:00;2;3;4;15;49;59;0;46;3923;0.00;18772.07;220.12;-;0.00;3000000.00;1590685.29;Sim;Não;-
1058;2009-03-21 00:00:00;18;20;24;45;51;57;1;50;3853;3671709.67;22593.98;293.20;BA;0.00;1800000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: SALVADOR/BA.
1059;2009-03-25 00:00:00;1;12;14;16;37;45;1;63;4089;1600783.97;13793.60;212.52;SP;0.00;8000000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: SÃO PAULO/SP.
1060;2009-03-28 00:00:00;1;3;16;18;41;42;1;60;5220;8287163.48;20333.07;233.71;PR;0.00;1500000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: CURITIBA/PR.
1061;2009-04-01 00:00:00;9;21;23;30;41;56;0;29;2579;0.00;29790.04;334.98;-;0.00;3500000.00;1591415.12;Sim;Não;-
1062;2009-04-04 00:00:00;2;8;23;33;37;55;0;114;6442;0.00;9967.04;176.38;-;0.00;6000000.00;3684492.68;Sim;Não;-
1063;2009-04-08 00:00:00;1;22;44;47;49;50;0;68;4202;0.00;17776.43;287.67;-;0.00;8000000.00;5911224.82;Sim;Não;-
1064;2009-04-11 00:00:00;4;16;19;28;29;49;0;74;5517;0.00;15699.66;210.58;-;0.00;17000000.00;14524789.16;Sim;Não;-
1065;2009-04-15 00:00:00;7;19;30;39;43;57;0;72;6501;0.00;23596.92;261.34;-;0.00;21000000.00;17654485.48;Sim;Não;-
1066;2009-04-18 00:00:00;6;10;25;32;43;49;0;115;8153;0.00;18205.45;256.79;-;0.00;25000000.00;21511165.79;Sim;Não;-
1067;2009-04-22 00:00:00;4;10;14;25;28;56;0;172;10795;0.00;11762.29;267.73;-;0.00;30000000.00;25237954.47;Sim;Não;-
1068;2009-04-25 00:00:00;25;27;44;47;48;57;0;146;10795;0.00;19264.05;372.20;-;0.00;36000000.00;30418969.33;Sim;Não;-
1069;2009-04-29 00:00:00;9;17;28;45;49;53;1;275;16287;36400425.15;11807.55;284.80;RJ;0.00;17000000.00;0.00;Não;Não;GANHADOR DE 6 ACERTOS: NILÓPOLIS/RJ.
1070;2009-05-02 00:00:00;5;8;16;23;41;53;2;302;8729;8120833.45;4478.33;221.34;DF::SP;0.00;1500000.00;0.00;Não;Não;GANHADORES DE 06 ACERTOS: BRASÍLIA/DF E SÃO BERNARDO DO CAMPO/SP.
1071;2009-05-06 00:00:00;5;7;37;43;53;54;0;56;3846;0.00;17508.53;364.19;-;0.00;4000000.00;1806143.13;Sim;Não;-
1072;2009-05-09 00:00:00;9;18;19;43;47;54;0;47;4915;0.00;27186.35;371.38;-;0.00;7000000.00;4159908.54;Sim;Não;-
1073;2009-05-13 00:00:00;8;25;32;34;36;44;0;66;5305;0.00;20356.35;361.79;-;0.00;9000000.00;6634811.63;Sim;Não;-
1074;2009-05-16 00:00:00;3;10;23;29;47;50;0;111;7099;0.00;13830.94;308.94;-;0.00;20000000.00;16976970.12;Sim;Não;-
1075;2009-05-20 00:00:00;10;12;16;21;39;53;0;119;7179;0.00;15845.68;375.22;-;0.00;25000000.00;20450510.01;Sim;Não;-
1076;2009-05-23 00:00:00;4;10;19;32;33;42;0;102;8656;0.00;21442.45;360.96;-;0.00;30000000.00;24479432.11;Sim;Não;-
1077;2009-05-27 00:00:00;5;6;9;11;18;37;2;300;19219;14486088.42;8129.73;181.28;BELO:HORIZONTE:MG::SÃO:PAULO:SP;41658547.00;2000000.00;0.00;Não;Não;AS APOSTAS GANHADORAS DE 6 ACERTOS FORAM REALIZADAS EM BELO HORIZONTE/MG E SÃO PAULO/SP.
1078;2009-05-30 00:00:00;3;6;34;41;43;45;0;47;3645;0.00;22507.73;414.60;-;18069091.25;4000000.00;1948695.28;Sim;Não;-
1079;2009-06-03 00:00:00;5;12;24;28;36;37;1;150;8339;4033499.58;7545.01;193.88;INDAIATUBA:SP;19331149.25;12000000.00;0.00;Não;Não;-
1080;2009-06-06 00:00:00;11;18;20;34;41;56;0;59;4152;0.00;24305.19;493.39;-;24493897.75;16000000.00;12716777.49;Sim;Não;-
1081;2009-06-10 00:00:00;9;16;24;29;52;56;0;109;7213;0.00;16360.33;353.18;-;30459672.25;20000000.00;16001758.39;Sim;Não;-
1082;2009-06-13 00:00:00;4;17;38;40;50;55;0;63;5460;0.00;28937.66;476.99;-;31139440.50;23000000.00;19360050.18;Sim;Não;-
1083;2009-06-17 00:00:00;10;20;23;28;42;43;0;70;6647;0.00;31956.08;480.75;-;38208360.75;28000000.00;23480703.04;Sim;Não;-
1084;2009-06-20 00:00:00;5;20;29;33;40;59;0;108;7731;0.00;23240.93;463.81;-;42873020.75;45000000.00;39437088.95;Sim;Não;-
1085;2009-06-24 00:00:00;12;21;39;40;50;55;0;81;7674;0.00;44000.86;663.47;-;60876961.25;55000000.00;46002479.88;Sim;Não;-
1086;2009-06-27 00:00:00;2;4;6;10;23;45;4;954;52159;13904065.20;5470.55;142.93;IBIRITÉ:MG::LONDRINA:PR::LEME:SP::SÃO:BERNARDO:DO:CAMPO:SP;89142866.75;2000000.00;0.00;Não;Não;-
1087;2009-07-01 00:00:00;3;20;28;32;36;46;0;58;4426;0.00;20380.65;381.53;-;20190770.25;4000000.00;2177511.76;Sim;Não;-
1088;2009-07-04 00:00:00;6;24;31;35;42;57;0;78;5886;0.00;19245.30;364.33;-;25640480.25;8000000.00;4942757.79;Sim;Não;-
1089;2009-07-08 00:00:00;2;18;20;32;37;48;0;93;6101;0.00;17263.31;375.93;-;27422916.50;27000000.00;23035860.57;Sim;Não;-
1090;2009-07-11 00:00:00;9;20;24;36;40;42;0;175;10325;0.00;12820.74;310.42;-;38322847.50;32000000.00;27168860.47;Sim;Não;-
1091;2009-07-15 00:00:00;17;23;24;27;49;56;0;146;12471;0.00;18821.58;314.78;-;46937052.75;38000000.00;32230875.61;Sim;Não;-
1092;2009-07-18 00:00:00;1;9;30;33;34;40;0;130;11224;0.00;25322.41;418.98;-;56228327.75;45000000.00;38294925.87;Sim;Não;-
1093;2009-07-22 00:00:00;19;23;27;38;41;49;0;299;18464;0.00;13845.47;320.29;-;70710811.50;56000000.00;45920866.95;Sim;Não;-
1094;2009-07-25 00:00:00;9;10;21;36;41;48;1;211;18534;55863193.02;25579.45;416.01;RIO:DE:JANEIRO:RJ;92189270.25;25000000.00;0.00;Não;Não;-
1095;2009-07-29 00:00:00;10;16;21;23;27;36;0;168;10462;0.00;12339.22;283.06;-;35408194.50;29000000.00;24452986.89;Sim;Não;-
1096;2009-08-01 00:00:00;3;13;14;16;41;52;0;102;9766;0.00;26537.40;395.95;-;46234424.25;35000000.00;29439225.73;Sim;Não;-
1097;2009-08-05 00:00:00;1;17;21;33;48;56;1;242;13115;34907671.59;12266.88;323.35;SANTOS:SP;50705642.75;2000000.00;0.00;Não;Não;-
1098;2009-08-08 00:00:00;11;20;21;30;50;52;1;49;3434;2656519.77;29430.83;599.92;BELÉM:PA;24632326.25;2500000.00;0.00;Não;Não;-
1099;2009-08-12 00:00:00;14;31;35;38;44;55;0;42;3392;0.00;30298.50;535.94;-;21735883.75;17000000.00;14459242.92;Sim;Não;-
1100;2009-08-15 00:00:00;7;17;18;33;41;42;0;119;10353;0.00;16950.03;278.32;-;34452773.25;23000000.00;18174867.35;Sim;Não;-
1101;2009-08-19 00:00:00;6;7;10;12;24;57;1;284;17901;22310116.55;7904.40;179.14;GUARATINGUETA:SP;38343704.00;2000000.00;0.00;Não;Não;-
1102;2009-08-22 00:00:00;9;11;23;35;46;51;0;83;5695;0.00;15534.50;323.43;-;22023282.75;5000000.00;2375142.54;Sim;Não;-
1103;2009-08-26 00:00:00;10;19;28;41;55;56;0;47;5696;0.00;29544.00;348.25;-;23717776.25;8000000.00;4933030.92;Sim;Não;-
1104;2009-08-29 00:00:00;2;3;6;35;49;58;0;95;6982;0.00;17867.29;347.29;-;28992726.00;21000000.00;18060804.99;Sim;Não;-
1105;2009-09-02 00:00:00;1;15;28;43;50;57;1;135;7144;21878202.24;15350.38;414.39;TERRA:ROXA:PR;35396452.00;2000000.00;0.00;Não;Não;-
1106;2009-09-05 00:00:00;4;15;43;47;50;60;0;37;3139;0.00;31924.48;537.57;-;20175874.25;5000000.00;2175905.27;Sim;Não;-
1107;2009-09-09 00:00:00;3;9;20;36;53;54;0;85;6294;0.00;14819.61;285.91;-;21516050.00;7000000.00;4496344.33;Sim;Não;-
1108;2009-09-12 00:00:00;7;9;39;43;44;60;0;71;5791;0.00;24403.73;427.42;-;29595212.00;12000000.00;7688095.88;Sim;Não;-
1109;2009-09-16 00:00:00;6;8;11;14;29;52;0;141;8371;0.00;12814.67;308.35;-;30862658.00;24000000.00;20340725.12;Sim;Não;COMUNICAMOS QUE OS SORTEIOS DE AMANHÃ, 17/09, SERÃO REALIZADOS EM IGREJINHA/RS.
1110;2009-09-19 00:00:00;6;14;26;28;42;45;2;217;11277;12343077.59;10870.72;298.83;CURITIBA:PR::PORTO:ALEGRE:RS;40292586.00;2000000.00;0.00;Não;Não;-
